Serial_number:
1096029
Project ID:
Zealand
Location:
LL01_conduct_diversion_sw
LEVEL
UNIT: m
Offset: 0.000000 m
TEMPERATURE
UNIT: °C
CONDUCTIVITY
UNIT: µS/cm
Date,Time,ms,LEVEL,TEMPERATURE,CONDUCTIVITY
8/23/2025,10:20:00 am,0,0.2401,14.756,0.0
8/23/2025,10:30:00 am,0,0.2401,14.820,0.0
8/23/2025,10:40:00 am,0,0.2402,14.879,0.0
8/23/2025,10:50:00 am,0,0.2407,14.966,0.0
8/23/2025,11:00:00 am,0,0.2411,15.135,0.0
8/23/2025,11:10:00 am,0,0.2413,15.293,0.0
8/23/2025,11:20:00 am,0,0.2406,15.502,0.0
8/23/2025,11:30:00 am,0,0.2396,15.649,0.0
8/23/2025,11:40:00 am,0,0.2406,15.872,0.0
8/23/2025,11:50:00 am,0,0.2399,16.120,0.0
8/23/2025,12:00:00 pm,0,0.2401,16.353,0.0
8/23/2025,12:10:00 pm,0,0.2401,16.567,0.0
8/23/2025,12:20:00 pm,0,0.2399,16.814,0.0
8/23/2025,12:30:00 pm,0,0.2392,17.015,0.0
8/23/2025,12:40:00 pm,0,0.2398,17.157,0.0
8/23/2025,12:50:00 pm,0,0.2399,17.402,0.0
8/23/2025,01:00:00 pm,0,0.2395,17.595,0.0
8/23/2025,01:10:00 pm,0,0.2393,17.780,0.0
8/23/2025,01:20:00 pm,0,0.2391,17.965,0.0
8/23/2025,01:30:00 pm,0,0.2386,18.153,0.0
8/23/2025,01:40:00 pm,0,0.2391,18.330,0.0
8/23/2025,01:50:00 pm,0,0.2384,18.503,0.0
8/23/2025,02:00:00 pm,0,0.2385,18.659,0.0
8/23/2025,02:10:00 pm,0,0.2390,18.792,0.0
8/23/2025,02:20:00 pm,0,0.2383,18.891,0.0
8/23/2025,02:30:00 pm,0,0.2372,18.968,0.0
8/23/2025,02:40:00 pm,0,0.2402,19.047,0.0
8/23/2025,02:50:00 pm,0,0.2379,19.031,0.0
8/23/2025,03:00:00 pm,0,0.2371,18.991,0.0
8/23/2025,03:10:00 pm,0,0.2388,18.976,0.0
8/23/2025,03:20:00 pm,0,0.2390,18.954,0.0
8/23/2025,03:30:00 pm,0,0.2390,18.915,0.0
8/23/2025,03:40:00 pm,0,0.2387,18.935,0.0
8/23/2025,03:50:00 pm,0,0.2377,18.859,0.0
8/23/2025,04:00:00 pm,0,0.2383,18.797,0.0
8/23/2025,04:10:00 pm,0,0.2375,18.709,0.0
8/23/2025,04:20:00 pm,0,0.2396,18.642,0.0
8/23/2025,04:30:00 pm,0,0.2388,18.558,0.0
8/23/2025,04:40:00 pm,0,0.2394,18.512,0.0
8/23/2025,04:50:00 pm,0,0.2382,18.455,0.0
8/23/2025,05:00:00 pm,0,0.2390,18.386,0.0
8/23/2025,05:10:00 pm,0,0.2384,18.340,0.0
8/23/2025,05:20:00 pm,0,0.2376,18.253,0.0
8/23/2025,05:30:00 pm,0,0.2387,18.180,0.0
8/23/2025,05:40:00 pm,0,0.2378,18.117,0.0
8/23/2025,05:50:00 pm,0,0.2375,18.045,0.0
8/23/2025,06:00:00 pm,0,0.2386,17.976,0.0
8/23/2025,06:10:00 pm,0,0.2388,17.898,0.0
8/23/2025,06:20:00 pm,0,0.2386,17.810,0.0
8/23/2025,06:30:00 pm,0,0.2388,17.728,0.0
8/23/2025,06:40:00 pm,0,0.2386,17.644,0.0
8/23/2025,06:50:00 pm,0,0.2381,17.532,0.0
8/23/2025,07:00:00 pm,0,0.2387,17.437,0.0
8/23/2025,07:10:00 pm,0,0.2387,17.342,0.0
8/23/2025,07:20:00 pm,0,0.2392,17.251,0.0
8/23/2025,07:30:00 pm,0,0.2392,17.159,0.0
8/23/2025,07:40:00 pm,0,0.2392,17.095,0.0
8/23/2025,07:50:00 pm,0,0.2393,17.022,0.0
8/23/2025,08:00:00 pm,0,0.2393,16.950,0.0
8/23/2025,08:10:00 pm,0,0.2397,16.874,0.0
8/23/2025,08:20:00 pm,0,0.2386,16.811,0.0
8/23/2025,08:30:00 pm,0,0.2386,16.749,0.0
8/23/2025,08:40:00 pm,0,0.2385,16.707,0.0
8/23/2025,08:50:00 pm,0,0.2381,16.648,0.0
8/23/2025,09:00:00 pm,0,0.2383,16.600,0.0
8/23/2025,09:10:00 pm,0,0.2381,16.545,0.0
8/23/2025,09:20:00 pm,0,0.2387,16.509,0.0
8/23/2025,09:30:00 pm,0,0.2387,16.465,0.0
8/23/2025,09:40:00 pm,0,0.2379,16.419,0.0
8/23/2025,09:50:00 pm,0,0.2378,16.376,0.0
8/23/2025,10:00:00 pm,0,0.2386,16.343,0.0
8/23/2025,10:10:00 pm,0,0.2386,16.311,0.0
8/23/2025,10:20:00 pm,0,0.2378,16.268,0.0
8/23/2025,10:30:00 pm,0,0.2371,16.234,0.0
8/23/2025,10:40:00 pm,0,0.2377,16.203,0.0
8/23/2025,10:50:00 pm,0,0.2375,16.167,0.0
8/23/2025,11:00:00 pm,0,0.2376,16.141,0.0
8/23/2025,11:10:00 pm,0,0.2374,16.109,0.0
8/23/2025,11:20:00 pm,0,0.2381,16.082,0.0
8/23/2025,11:30:00 pm,0,0.2368,16.056,0.0
8/23/2025,11:40:00 pm,0,0.2386,16.022,0.0
8/23/2025,11:50:00 pm,0,0.2378,15.990,0.0
8/24/2025,12:00:00 am,0,0.2371,15.961,0.0
8/24/2025,12:10:00 am,0,0.2393,15.938,0.0
8/24/2025,12:20:00 am,0,0.2373,15.912,0.0
8/24/2025,12:30:00 am,0,0.2385,15.880,0.0
8/24/2025,12:40:00 am,0,0.2382,15.859,0.0
8/24/2025,12:50:00 am,0,0.2388,15.831,0.0
8/24/2025,01:00:00 am,0,0.2383,15.803,0.0
8/24/2025,01:10:00 am,0,0.2370,15.783,0.0
8/24/2025,01:20:00 am,0,0.2374,15.760,0.0
8/24/2025,01:30:00 am,0,0.2393,15.736,0.0
8/24/2025,01:40:00 am,0,0.2382,15.720,0.0
8/24/2025,01:50:00 am,0,0.2387,15.694,0.0
8/24/2025,02:00:00 am,0,0.2380,15.679,0.0
8/24/2025,02:10:00 am,0,0.2394,15.666,0.0
8/24/2025,02:20:00 am,0,0.2393,15.646,0.0
8/24/2025,02:30:00 am,0,0.2397,15.631,0.0
8/24/2025,02:40:00 am,0,0.2377,15.620,0.0
8/24/2025,02:50:00 am,0,0.2390,15.604,0.0
8/24/2025,03:00:00 am,0,0.2386,15.593,0.0
8/24/2025,03:10:00 am,0,0.2383,15.588,0.0
8/24/2025,03:20:00 am,0,0.2400,15.579,0.0
8/24/2025,03:30:00 am,0,0.2418,15.562,0.0
8/24/2025,03:40:00 am,0,0.2387,15.540,0.0
8/24/2025,03:50:00 am,0,0.2376,15.538,0.0
8/24/2025,04:00:00 am,0,0.2367,15.537,0.0
8/24/2025,04:10:00 am,0,0.2358,15.523,0.0
8/24/2025,04:20:00 am,0,0.2364,15.511,0.0
8/24/2025,04:30:00 am,0,0.2362,15.504,0.0
8/24/2025,04:40:00 am,0,0.2360,15.484,0.0
8/24/2025,04:50:00 am,0,0.2384,15.453,0.0
8/24/2025,05:00:00 am,0,0.2390,15.433,0.0
8/24/2025,05:10:00 am,0,0.2376,15.421,0.0
8/24/2025,05:20:00 am,0,0.2397,15.393,0.0
8/24/2025,05:30:00 am,0,0.2398,15.395,0.0
8/24/2025,05:40:00 am,0,0.2384,15.381,0.0
8/24/2025,05:50:00 am,0,0.2393,15.364,0.0
8/24/2025,06:00:00 am,0,0.2387,15.333,0.0
8/24/2025,06:10:00 am,0,0.2391,15.313,0.0
8/24/2025,06:20:00 am,0,0.2389,15.308,0.0
8/24/2025,06:30:00 am,0,0.2386,15.298,0.0
8/24/2025,06:40:00 am,0,0.2380,15.295,0.0
8/24/2025,06:50:00 am,0,0.2378,15.279,0.0
8/24/2025,07:00:00 am,0,0.2378,15.263,0.0
8/24/2025,07:10:00 am,0,0.2401,15.239,0.0
8/24/2025,07:20:00 am,0,0.2399,15.248,0.0
8/24/2025,07:30:00 am,0,0.2393,15.242,0.0
8/24/2025,07:40:00 am,0,0.2390,15.254,0.0
8/24/2025,07:50:00 am,0,0.2387,15.258,0.0
8/24/2025,08:00:00 am,0,0.2387,15.280,0.0
8/24/2025,08:10:00 am,0,0.2394,15.317,0.0
8/24/2025,08:20:00 am,0,0.2387,15.335,0.0
8/24/2025,08:30:00 am,0,0.2391,15.346,0.0
8/24/2025,08:40:00 am,0,0.2389,15.367,0.0
8/24/2025,08:50:00 am,0,0.2386,15.392,0.0
8/24/2025,09:00:00 am,0,0.2383,15.428,0.0
8/24/2025,09:10:00 am,0,0.2381,15.462,0.0
8/24/2025,09:20:00 am,0,0.2388,15.501,0.0
8/24/2025,09:30:00 am,0,0.2404,15.543,0.0
8/24/2025,09:40:00 am,0,0.2398,15.594,0.0
8/24/2025,09:50:00 am,0,0.2393,15.658,0.0
8/24/2025,10:00:00 am,0,0.2401,15.734,0.0
8/24/2025,10:10:00 am,0,0.2396,15.824,0.0
8/24/2025,10:20:00 am,0,0.2395,15.907,0.0
8/24/2025,10:30:00 am,0,0.2391,15.963,0.0
8/24/2025,10:40:00 am,0,0.2399,16.015,0.0
8/24/2025,10:50:00 am,0,0.2403,16.067,0.0
8/24/2025,11:00:00 am,0,0.2402,16.122,0.0
8/24/2025,11:10:00 am,0,0.2399,16.195,0.0
8/24/2025,11:20:00 am,0,0.2399,16.335,0.0
8/24/2025,11:30:00 am,0,0.2390,16.466,0.0
8/24/2025,11:40:00 am,0,0.2395,16.545,0.0
8/24/2025,11:50:00 am,0,0.2395,16.569,0.0
8/24/2025,12:00:00 pm,0,0.2406,16.593,0.0
8/24/2025,12:10:00 pm,0,0.2398,16.638,0.0
8/24/2025,12:20:00 pm,0,0.2381,16.757,0.0
8/24/2025,12:30:00 pm,0,0.2384,16.818,0.0
8/24/2025,12:40:00 pm,0,0.2400,16.914,0.0
8/24/2025,12:50:00 pm,0,0.2388,17.001,0.0
8/24/2025,01:00:00 pm,0,0.2385,17.055,0.0
8/24/2025,01:10:00 pm,0,0.2380,17.079,0.0
8/24/2025,01:20:00 pm,0,0.2382,17.058,0.0
8/24/2025,01:30:00 pm,0,0.2374,17.037,0.0
8/24/2025,01:40:00 pm,0,0.2374,17.009,0.0
8/24/2025,01:50:00 pm,0,0.2371,16.994,0.0
8/24/2025,02:00:00 pm,0,0.2389,16.988,0.0
8/24/2025,02:10:00 pm,0,0.2385,16.966,0.0
8/24/2025,02:20:00 pm,0,0.2382,16.932,0.0
8/24/2025,02:30:00 pm,0,0.2394,16.890,0.0
8/24/2025,02:40:00 pm,0,0.2386,16.856,0.0
8/24/2025,02:50:00 pm,0,0.2384,16.818,0.0
8/24/2025,03:00:00 pm,0,0.2387,16.783,0.0
8/24/2025,03:10:00 pm,0,0.2379,16.749,0.0
8/24/2025,03:20:00 pm,0,0.2382,16.730,0.0
8/24/2025,03:30:00 pm,0,0.2393,16.714,0.0
8/24/2025,03:40:00 pm,0,0.2394,16.704,0.0
8/24/2025,03:50:00 pm,0,0.2397,16.695,0.0
8/24/2025,04:00:00 pm,0,0.2393,16.677,0.0
8/24/2025,04:10:00 pm,0,0.2389,16.654,0.0
8/24/2025,04:20:00 pm,0,0.2391,16.624,0.0
8/24/2025,04:30:00 pm,0,0.2396,16.615,0.0
8/24/2025,04:40:00 pm,0,0.2403,16.603,0.0
8/24/2025,04:50:00 pm,0,0.2397,16.591,0.0
8/24/2025,05:00:00 pm,0,0.2389,16.581,0.0
8/24/2025,05:10:00 pm,0,0.2397,16.574,0.0
8/24/2025,05:20:00 pm,0,0.2404,16.574,0.0
8/24/2025,05:30:00 pm,0,0.2394,16.554,0.0
8/24/2025,05:40:00 pm,0,0.2390,16.544,0.0
8/24/2025,05:50:00 pm,0,0.2391,16.537,0.0
8/24/2025,06:00:00 pm,0,0.2386,16.523,0.0
8/24/2025,06:10:00 pm,0,0.2387,16.507,0.0
8/24/2025,06:20:00 pm,0,0.2381,16.492,0.0
8/24/2025,06:30:00 pm,0,0.2379,16.474,0.0
8/24/2025,06:40:00 pm,0,0.2378,16.455,0.0
8/24/2025,06:50:00 pm,0,0.2390,16.433,0.0
8/24/2025,07:00:00 pm,0,0.2387,16.404,0.0
8/24/2025,07:10:00 pm,0,0.2378,16.391,0.0
8/24/2025,07:20:00 pm,0,0.2377,16.379,0.0
8/24/2025,07:30:00 pm,0,0.2387,16.365,0.0
8/24/2025,07:40:00 pm,0,0.2377,16.345,0.0
8/24/2025,07:50:00 pm,0,0.2370,16.323,0.0
8/24/2025,08:00:00 pm,0,0.2369,16.297,0.0
8/24/2025,08:10:00 pm,0,0.2388,16.280,0.0
8/24/2025,08:20:00 pm,0,0.2396,16.258,0.0
8/24/2025,08:30:00 pm,0,0.2380,16.224,0.0
8/24/2025,08:40:00 pm,0,0.2366,16.204,0.0
8/24/2025,08:50:00 pm,0,0.2374,16.189,0.0
8/24/2025,09:00:00 pm,0,0.2378,16.175,0.0
8/24/2025,09:10:00 pm,0,0.2384,16.148,0.0
8/24/2025,09:20:00 pm,0,0.2376,16.129,0.0
8/24/2025,09:30:00 pm,0,0.2382,16.109,0.0
8/24/2025,09:40:00 pm,0,0.2392,16.086,0.0
8/24/2025,09:50:00 pm,0,0.2385,16.067,0.0
8/24/2025,10:00:00 pm,0,0.2383,16.053,0.0
8/24/2025,10:10:00 pm,0,0.2387,16.047,0.0
8/24/2025,10:20:00 pm,0,0.2387,16.026,0.0
8/24/2025,10:30:00 pm,0,0.2388,16.022,0.0
8/24/2025,10:40:00 pm,0,0.2383,16.004,0.0
8/24/2025,10:50:00 pm,0,0.2389,15.986,0.0
8/24/2025,11:00:00 pm,0,0.2386,15.970,0.0
8/24/2025,11:10:00 pm,0,0.2390,15.950,0.0
8/24/2025,11:20:00 pm,0,0.2391,15.936,0.0
8/24/2025,11:30:00 pm,0,0.2392,15.927,0.0
8/24/2025,11:40:00 pm,0,0.2381,15.923,0.0
8/24/2025,11:50:00 pm,0,0.2383,15.916,0.0
8/25/2025,12:00:00 am,0,0.2376,15.912,0.0
8/25/2025,12:10:00 am,0,0.2377,15.908,0.0
8/25/2025,12:20:00 am,0,0.2385,15.899,0.0
8/25/2025,12:30:00 am,0,0.2392,15.889,0.0
8/25/2025,12:40:00 am,0,0.2394,15.882,0.0
8/25/2025,12:50:00 am,0,0.2395,15.876,0.0
8/25/2025,01:00:00 am,0,0.2393,15.866,0.0
8/25/2025,01:10:00 am,0,0.2397,15.852,0.0
8/25/2025,01:20:00 am,0,0.2401,15.845,0.0
8/25/2025,01:30:00 am,0,0.2399,15.851,0.0
8/25/2025,01:40:00 am,0,0.2395,15.854,0.0
8/25/2025,01:50:00 am,0,0.2396,15.849,0.0
8/25/2025,02:00:00 am,0,0.2397,15.844,0.0
8/25/2025,02:10:00 am,0,0.2390,15.830,0.0
8/25/2025,02:20:00 am,0,0.2389,15.824,0.0
8/25/2025,02:30:00 am,0,0.2394,15.829,0.0
8/25/2025,02:40:00 am,0,0.2405,15.827,0.0
8/25/2025,02:50:00 am,0,0.2408,15.805,0.0
8/25/2025,03:00:00 am,0,0.2406,15.803,0.0
8/25/2025,03:10:00 am,0,0.2400,15.783,0.0
8/25/2025,03:20:00 am,0,0.2397,15.785,0.0
8/25/2025,03:30:00 am,0,0.2404,15.787,0.0
8/25/2025,03:40:00 am,0,0.2399,15.778,0.0
8/25/2025,03:50:00 am,0,0.2402,15.769,0.0
8/25/2025,04:00:00 am,0,0.2402,15.765,0.0
8/25/2025,04:10:00 am,0,0.2394,15.758,0.0
8/25/2025,04:20:00 am,0,0.2388,15.764,0.0
8/25/2025,04:30:00 am,0,0.2388,15.756,0.0
8/25/2025,04:40:00 am,0,0.2385,15.740,0.0
8/25/2025,04:50:00 am,0,0.2384,15.743,0.0
8/25/2025,05:00:00 am,0,0.2385,15.730,0.0
8/25/2025,05:10:00 am,0,0.2389,15.718,0.0
8/25/2025,05:20:00 am,0,0.2392,15.702,0.0
8/25/2025,05:30:00 am,0,0.2393,15.703,0.0
8/25/2025,05:40:00 am,0,0.2395,15.695,0.0
8/25/2025,05:50:00 am,0,0.2400,15.679,0.0
8/25/2025,06:00:00 am,0,0.2397,15.677,0.0
8/25/2025,06:10:00 am,0,0.2396,15.657,0.0
8/25/2025,06:20:00 am,0,0.2398,15.643,0.0
8/25/2025,06:30:00 am,0,0.2401,15.646,0.0
8/25/2025,06:40:00 am,0,0.2390,15.649,0.0
8/25/2025,06:50:00 am,0,0.2389,15.652,0.0
8/25/2025,07:00:00 am,0,0.2385,15.651,0.0
8/25/2025,07:10:00 am,0,0.2394,15.649,0.0
8/25/2025,07:20:00 am,0,0.2394,15.638,0.0
8/25/2025,07:30:00 am,0,0.2395,15.646,0.0
8/25/2025,07:40:00 am,0,0.2401,15.644,0.0
8/25/2025,07:50:00 am,0,0.2391,15.642,0.0
8/25/2025,08:00:00 am,0,0.2392,15.638,0.0
8/25/2025,08:10:00 am,0,0.2389,15.650,0.0
8/25/2025,08:20:00 am,0,0.2389,15.662,0.0
8/25/2025,08:30:00 am,0,0.2386,15.684,0.0
8/25/2025,08:40:00 am,0,0.2395,15.702,0.0
8/25/2025,08:50:00 am,0,0.2387,15.724,0.0
8/25/2025,09:00:00 am,0,0.2378,15.751,0.0
8/25/2025,09:10:00 am,0,0.2393,15.776,0.0
8/25/2025,09:20:00 am,0,0.2395,15.789,0.0
8/25/2025,09:30:00 am,0,0.2393,15.803,0.0
8/25/2025,09:40:00 am,0,0.2391,15.809,0.0
8/25/2025,09:50:00 am,0,0.2390,15.829,0.0
8/25/2025,10:00:00 am,0,0.2388,15.841,0.0
8/25/2025,10:10:00 am,0,0.2376,15.888,0.0
8/25/2025,10:20:00 am,0,0.2373,15.957,0.0
8/25/2025,10:30:00 am,0,0.2378,16.045,0.0
8/25/2025,10:40:00 am,0,0.2380,16.113,0.0
8/25/2025,10:50:00 am,0,0.2378,16.180,0.0
8/25/2025,11:00:00 am,0,0.2379,16.209,0.0
8/25/2025,11:10:00 am,0,0.2377,16.252,0.0
8/25/2025,11:20:00 am,0,0.2385,16.322,0.0
8/25/2025,11:30:00 am,0,0.2383,16.456,0.0
8/25/2025,11:40:00 am,0,0.2381,16.681,0.0
8/25/2025,11:50:00 am,0,0.2386,16.827,0.0
8/25/2025,12:00:00 pm,0,0.2384,16.953,0.0
8/25/2025,12:10:00 pm,0,0.2389,17.027,0.0
8/25/2025,12:20:00 pm,0,0.2389,17.062,0.0
8/25/2025,12:30:00 pm,0,0.2392,17.079,0.0
8/25/2025,12:40:00 pm,0,0.2403,17.058,0.0
8/25/2025,12:50:00 pm,0,0.2404,17.057,0.0
8/25/2025,01:00:00 pm,0,0.2406,17.065,0.0
8/25/2025,01:10:00 pm,0,0.2401,17.087,0.0
8/25/2025,01:20:00 pm,0,0.2397,17.123,0.0
8/25/2025,01:30:00 pm,0,0.2397,17.165,0.0
8/25/2025,01:40:00 pm,0,0.2399,17.179,0.0
8/25/2025,01:50:00 pm,0,0.2394,17.218,0.0
8/25/2025,02:00:00 pm,0,0.2400,17.292,0.0
8/25/2025,02:10:00 pm,0,0.2405,17.387,0.0
8/25/2025,02:20:00 pm,0,0.2404,17.393,0.0
8/25/2025,02:30:00 pm,0,0.2398,17.366,0.0
8/25/2025,02:40:00 pm,0,0.2399,17.330,0.0
8/25/2025,02:50:00 pm,0,0.2393,17.303,0.0
8/25/2025,03:00:00 pm,0,0.2394,17.296,0.0
8/25/2025,03:10:00 pm,0,0.2391,17.305,0.0
8/25/2025,03:20:00 pm,0,0.2393,17.322,0.0
8/25/2025,03:30:00 pm,0,0.2394,17.347,0.0
8/25/2025,03:40:00 pm,0,0.2395,17.505,0.0
8/25/2025,03:50:00 pm,0,0.2389,17.690,0.0
8/25/2025,04:00:00 pm,0,0.2406,17.825,0.0
8/25/2025,04:10:00 pm,0,0.2401,17.875,0.0
8/25/2025,04:20:00 pm,0,0.2393,17.916,0.0
8/25/2025,04:30:00 pm,0,0.2386,17.938,0.0
8/25/2025,04:40:00 pm,0,0.2391,17.936,0.0
8/25/2025,04:50:00 pm,0,0.2389,17.928,0.0
8/25/2025,05:00:00 pm,0,0.2396,17.902,0.0
8/25/2025,05:10:00 pm,0,0.2385,17.864,0.0
8/25/2025,05:20:00 pm,0,0.2392,17.813,0.0
8/25/2025,05:30:00 pm,0,0.2387,17.757,0.0
8/25/2025,05:40:00 pm,0,0.2385,17.709,0.0
8/25/2025,05:50:00 pm,0,0.2382,17.666,0.0
8/25/2025,06:00:00 pm,0,0.2395,17.641,0.0
